Prod. year,Cylinders,Airbags,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Gear box type,Drive wheels,Doors,Wheel,Color
2014,4.0,0,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,74000 km,Tiptronic,Front,04-May,Left wheel,Grey
2003,4.0,8,-,VOLKSWAGEN,Passat B5,Sedan,Yes,Petrol,1.8 Turbo,139000 km,Tiptronic,Front,04-May,Left wheel,Black
1998,4.0,2,-,OPEL,Astra,Goods wagon,No,CNG,1.6,200000 km,Manual,Front,04-May,Left wheel,Silver
2013,4.0,10,585,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,68000 km,Tiptronic,Front,04-May,Left wheel,Silver
2002,6.0,8,-,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,139000 km,Tiptronic,Rear,04-May,Right-hand drive,Silver
2015,4.0,6,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8 Turbo,23000 km,Manual,Front,04-May,Left wheel,Grey
2016,6.0,12,1292,MERCEDES-BENZ,GLE 450,Jeep,Yes,Petrol,3,59099 km,Automatic,4x4,04-May,Left wheel,White
2015,4.0,0,765,FORD,Fusion,Sedan,Yes,Petrol,2,71454 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,4,696,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,138742 km,Automatic,Front,04-May,Left wheel,Grey
2014,6.0,0,915,AUDI,A7,Hatchback,Yes,Petrol,3,0 km,Automatic,4x4,04-May,Left wheel,Black
2019,4.0,12,462,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,7518 km,Automatic,4x4,04-May,Left wheel,White
2015,4.0,12,1845,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,67000 km,Tiptronic,Front,04-May,Right-hand drive,Black
2018,4.0,12,609,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,127515 km,Automatic,Front,04-May,Left wheel,Black
2006,4.0,4,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,331139 km,Automatic,Front,04-May,Left wheel,Grey
2019,4.0,4,-,MITSUBISHI,L 200,Pickup,No,Diesel,2.5 Turbo,0 km,Manual,4x4,04-May,Left wheel,Grey
2017,4.0,12,1202,MITSUBISHI,Outlander,Jeep,No,Petrol,2.4,60800 km,Variator,4x4,04-May,Left wheel,Grey
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,1600 km,Automatic,Rear,04-May,Left wheel,Black
2011,6.0,10,-,BMW,535,Sedan,Yes,Petrol,3.0 Turbo,165000 km,Tiptronic,Rear,04-May,Left wheel,White
2019,4.0,10,830,CHEVROLET,Equinox LT,Jeep,No,Petrol,1.5,5124 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,12,394,TOYOTA,Avalon,Sedan,Yes,Hybrid,2.5,144000 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,0,639,SUBARU,XV,Jeep,Yes,Petrol,2,236198 km,Automatic,4x4,04-May,Left wheel,White
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,1600 km,Automatic,Rear,04-May,Left wheel,Black
2013,6.0,12,1194,TOYOTA,Tacoma,Sedan,Yes,Petrol,4,57554 km,Automatic,4x4,04-May,Left wheel,Silver
2013,2.0,6,-,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,91200 km,Automatic,Front,04-May,Left wheel,Grey
2013,4.0,4,585,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,114335 km,Automatic,Front,04-May,Left wheel,Silver
1998,1.0,1,-,FORD,Transit,Goods wagon,No,Diesel,2.5,1000 km,Manual,Rear,04-May,Left wheel,White
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,35874 km,Automatic,4x4,04-May,Left wheel,Black
2012,6.0,0,919,BMW,X5,Jeep,Yes,Diesel,3,273962 km,Automatic,4x4,04-May,Left wheel,White
2010,6.0,12,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,205968 km,Automatic,4x4,04-May,Left wheel,White
2010,6.0,12,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,167222 km,Automatic,4x4,04-May,Left wheel,Black
1998,6.0,8,-,BMW,528,Sedan,Yes,CNG,2.8,243987 km,Automatic,Rear,04-May,Left wheel,Black
2003,4.0,4,-,OPEL,Astra CNG,Universal,No,CNG,1.6,162000 km,Manual,Front,04-May,Left wheel,Red
2018,4.0,12,1079,FORD,Focus,Sedan,Yes,Petrol,2,107664 km,Automatic,Front,04-May,Left wheel,Black
2015,4.0,12,934,NISSAN,Rogue,Jeep,Yes,Petrol,2.5,81685 km,Automatic,4x4,04-May,Left wheel,White
2011,6.0,12,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,220323 km,Automatic,4x4,04-May,Left wheel,Black
2011,6.0,12,1018,BMW,X5,Jeep,Yes,Petrol,3,117194 km,Automatic,4x4,04-May,Left wheel,Black
2010,4.0,4,836,JEEP,Patriot,Jeep,No,Diesel,2.0 Turbo,39000 km,Manual,4x4,04-May,Left wheel,White
2012,4.0,4,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2,229276 km,Automatic,Front,04-May,Left wheel,Grey
2018,4.0,4,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,54865 km,Automatic,Front,04-May,Left wheel,Grey
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,385876 km,Automatic,Front,04-May,Left wheel,White
1996,4.0,2,-,MERCEDES-BENZ,C 200,Sedan,No,Petrol,2,150000 km,Manual,Rear,04-May,Left wheel,Blue
2009,6.0,12,1624,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,266061 km,Automatic,4x4,04-May,Left wheel,Black
2012,6.0,12,919,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3,209072 km,Automatic,4x4,04-May,Left wheel,Grey
2012,4.0,4,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,36239 km,Automatic,Front,04-May,Left wheel,Grey
2007,4.0,4,-,MAZDA,Verisa 2007,Hatchback,No,Petrol,1.4,180000 km,Automatic,Front,04-May,Right-hand drive,White
2009,4.0,4,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,107125 km,Automatic,Front,04-May,Left wheel,Black
2012,6.0,9,-,FORD,Mustang,Coupe,No,Petrol,3.7,92000 km,Manual,Rear,02-Mar,Left wheel,Blue
2018,6.0,12,-,JEEP,Cherokee,Jeep,Yes,Diesel,3.0 Turbo,26713 km,Automatic,4x4,04-May,Left wheel,Grey
2012,4.0,12,475,FIAT,500,Sedan,Yes,Petrol,1.4,157317 km,Automatic,Front,04-May,Left wheel,Red
2009,4.0,8,-,VOLKSWAGEN,CC,Sedan,Yes,Petrol,2.0 Turbo,159000 km,Manual,Front,04-May,Left wheel,Carnelian red
2010,6.0,0,1211,BMW,X5,Jeep,Yes,Diesel,3,265210 km,Automatic,4x4,04-May,Left wheel,Black
2009,4.0,4,1185,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,42852 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,4,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,122184 km,Automatic,Front,04-May,Left wheel,Black
2011,6.0,8,-,AUDI,A6 QUATTRO,Sedan,Yes,Petrol,2.8,79000 km,Tiptronic,4x4,04-May,Left wheel,Black
2008,4.0,0,-,TOYOTA,Prius,Sedan,No,Petrol,2,2147483647 km,Automatic,Front,04-May,Left wheel,Blue
2012,4.0,8,-,CHEVROLET,Cruze,Sedan,No,Petrol,1.4 Turbo,140000 km,Manual,Front,04-May,Left wheel,Carnelian red
2015,8.0,0,1646,LEXUS,GX 470,Jeep,Yes,Petrol,4.6,273493 km,Automatic,4x4,04-May,Left wheel,Silver
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,389854 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,8,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,93000 km,Automatic,Front,>5,Left wheel,Silver
2011,4.0,4,707,SSANGYONG,Actyon,Sedan,Yes,Diesel,2,194314 km,Automatic,Front,04-May,Left wheel,Silver
2004,6.0,6,-,BMW,X5,Jeep,Yes,Diesel,3.0 Turbo,230000 km,Tiptronic,4x4,>5,Left wheel,Grey
2010,4.0,6,761,TOYOTA,Prius,Sedan,Yes,Petrol,1.8,184000 km,Automatic,Front,04-May,Left wheel,Grey
2014,4.0,4,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,146216 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,4,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,156000 km,Automatic,Front,04-May,Left wheel,White
2011,4.0,4,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2,256878 km,Automatic,Front,04-May,Left wheel,Black
2010,4.0,12,-,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,128000 km,Automatic,Front,04-May,Left wheel,White
2010,6.0,10,-,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3,124000 km,Tiptronic,4x4,04-May,Left wheel,Grey
2012,8.0,0,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,255406 km,Automatic,4x4,04-May,Left wheel,Black
2016,8.0,12,1935,TOYOTA,Tundra,Jeep,Yes,Petrol,4.6,254805 km,Automatic,4x4,04-May,Left wheel,White
2017,6.0,0,1714,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.5,59331 km,Automatic,Rear,04-May,Left wheel,Black
1995,4.0,2,-,OPEL,Omega,Sedan,No,CNG,2,234567 km,Manual,Rear,04-May,Left wheel,Golden
2005,6.0,6,-,NISSAN,Teana,Sedan,No,Petrol,2.4,74400 km,Automatic,Front,04-May,Right-hand drive,Silver
2013,6.0,0,917,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,3,256000 km,Automatic,Rear,02-Mar,Left wheel,White
2011,4.0,4,645,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,170000 km,Automatic,Front,04-May,Left wheel,Grey
2017,4.0,4,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,100628 km,Automatic,Front,04-May,Left wheel,Grey
2017,4.0,12,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2,1600 km,Automatic,Rear,04-May,Left wheel,Black
2013,4.0,8,-,CHEVROLET,Volt PREMIER,Sedan,Yes,Plug-in Hybrid,1.4,129000 km,Automatic,Front,04-May,Left wheel,Grey
2007,6.0,12,-,BMW,528,Sedan,Yes,Petrol,3,230000 km,Tiptronic,Rear,04-May,Left wheel,Black
2012,4.0,12,-,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,58000 km,Tiptronic,Front,04-May,Left wheel,White
2001,4.0,6,-,MERCEDES-BENZ,C 200 KOMPRESSOR,Coupe,No,LPG,2,173000 km,Tiptronic,Rear,02-Mar,Right-hand drive,Grey
2015,4.0,4,697,HONDA,Civic,Sedan,Yes,Petrol,1.8,100658 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,4,446,HONDA,FIT,Hatchback,Yes,Petrol,1.3,91901 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,4,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,171340 km,Automatic,Front,04-May,Left wheel,Grey
2014,4.0,10,473,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,74222 km,Tiptronic,Front,04-May,Left wheel,Silver
2005,4.0,6,-,NISSAN,Note,Hatchback,No,Petrol,1.5,158000 km,Automatic,Front,04-May,Right-hand drive,Black
2000,6.0,8,-,MERCEDES-BENZ,ML 320,Jeep,Yes,LPG,3.2,165500 km,Tiptronic,4x4,04-May,Left wheel,Black
2010,4.0,4,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,229398 km,Automatic,Front,04-May,Left wheel,Black
2005,6.0,6,-,SUZUKI,Grand Vitara,Jeep,No,Petrol,2.7,180000 km,Automatic,4x4,04-May,Left wheel,Carnelian red
2012,4.0,4,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,119310 km,Automatic,Front,04-May,Left wheel,Silver
2015,4.0,0,441,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,229192 km,Automatic,Front,04-May,Left wheel,Silver
2019,4.0,12,1325,MAZDA,CX-9,Jeep,Yes,Petrol,2.5,14186 km,Automatic,Front,04-May,Left wheel,White
2009,4.0,6,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,200000 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,12,474,CHEVROLET,Cruze,Sedan,No,Petrol,1.4 Turbo,120000 km,Automatic,Front,04-May,Left wheel,Silver
2016,4.0,0,891,AUDI,Q3,Sedan,Yes,Petrol,2,1717 km,Automatic,4x4,04-May,Left wheel,Black
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,11,779,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,308694 km,Automatic,Front,04-May,Left wheel,Grey
2010,4.0,4,911,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.2,68558 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,117436 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,12,1249,TOYOTA,RAV 4,Jeep,Yes,Petrol,2.5,63618 km,Automatic,4x4,04-May,Left wheel,Blue
2012,4.0,5,642,KIA,Sportage,Jeep,Yes,Diesel,2.0 Turbo,65000 km,Tiptronic,Front,04-May,Left wheel,White
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,109798 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,267209 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,4,639,CHEVROLET,Captiva,Jeep,Yes,Diesel,2,48450 km,Automatic,Front,04-May,Left wheel,White
2007,6.0,16,-,BMW,328,Sedan,Yes,Petrol,3,999999999 km,Tiptronic,Rear,04-May,Left wheel,Silver
2011,6.0,12,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,377379 km,Automatic,4x4,04-May,Left wheel,Silver
2013,6.0,12,917,BMW,535,Sedan,Yes,Petrol,3.0 Turbo,65600 km,Tiptronic,Rear,04-May,Left wheel,Grey
2011,4.0,4,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2,113545 km,Automatic,Front,04-May,Left wheel,Silver
2018,4.0,4,880,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,35643 km,Automatic,Front,04-May,Left wheel,White
2003,4.0,2,1438,OPEL,Combo,Goods wagon,No,Diesel,1.7,235000 km,Manual,Rear,02-Mar,Left wheel,Blue
2010,4.0,12,1099,TOYOTA,Venza,Jeep,Yes,Petrol,2.7,176437 km,Automatic,4x4,04-May,Left wheel,White
2012,4.0,10,-,KIA,Optima,Sedan,Yes,Petrol,2.4,102000 km,Automatic,Front,04-May,Left wheel,Grey
2013,4.0,8,640,FORD,Focus,Hatchback,No,Petrol,2,144000 km,Tiptronic,Front,04-May,Left wheel,Grey
2006,6.0,2,-,MERCEDES-BENZ,C 230,Sedan,Yes,Petrol,2.5,218000 km,Tiptronic,Rear,04-May,Left wheel,Black
2013,4.0,4,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2,91475 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,12,986,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,324613 km,Automatic,Front,04-May,Left wheel,White
2003,6.0,12,-,BMW,X5,Jeep,Yes,Petrol,3,206000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2002,4.0,0,-,TOYOTA,Ipsum,Minivan,No,LPG,2.4,162000 km,Automatic,Front,04-May,Right-hand drive,Silver
2011,4.0,12,645,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,307325 km,Automatic,Front,04-May,Left wheel,Silver
2008,6.0,8,-,AUDI,Q7,Jeep,Yes,Petrol,3.6,220000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2010,6.0,12,1324,TOYOTA,Highlander,Sedan,Yes,Hybrid,3.3,226198 km,Automatic,4x4,04-May,Left wheel,Green
2017,4.0,12,738,CHEVROLET,Cruze,Sedan,No,Petrol,1.4 Turbo,16000 km,Tiptronic,Front,04-May,Left wheel,Red
2012,4.0,12,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379 km,Automatic,Front,04-May,Left wheel,White
2010,4.0,12,-,VOLKSWAGEN,CC,Sedan,Yes,Petrol,2.0 Turbo,174000 km,Tiptronic,Front,04-May,Left wheel,Black
2014,4.0,12,639,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0 Turbo,78000 km,Automatic,Front,04-May,Left wheel,Red
2004,6.0,6,-,VOLKSWAGEN,Touareg,Jeep,Yes,Diesel,2.5,1000 km,Tiptronic,4x4,04-May,Left wheel,Silver
2014,4.0,0,639,FORD,Focus,Hatchback,No,Petrol,2,156043 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,4,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2,496592 km,Automatic,Front,04-May,Left wheel,Silver
2014,4.0,4,473,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.4,127842 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,4,730,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,33017 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,4,530,KIA,Cerato,Sedan,Yes,Petrol,1.6,116644 km,Automatic,Front,04-May,Left wheel,Silver
2016,4.0,4,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,70259 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,4,831,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,53811 km,Automatic,Front,04-May,Left wheel,Grey
2010,4.0,4,687,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,60000 km,Automatic,Front,04-May,Left wheel,Grey
2007,4.0,4,1047,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,51385 km,Automatic,Front,04-May,Left wheel,Grey
2008,4.0,4,-,FORD,Transit,Microbus,No,Diesel,2.4 Turbo,280000 km,Manual,Rear,02-Mar,Left wheel,White
2014,4.0,12,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,130478 km,Automatic,Front,04-May,Left wheel,White
2017,4.0,4,1017,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,95251 km,Automatic,Front,04-May,Left wheel,Silver
2006,4.0,8,-,OPEL,Meriva,Minivan,No,Petrol,1.6,170000 km,Automatic,Front,04-May,Left wheel,Silver
2009,4.0,4,966,HYUNDAI,Genesis,Coupe,Yes,Petrol,2,125350 km,Automatic,Front,04-May,Left wheel,Grey
2012,4.0,8,781,FORD,Fusion,Sedan,No,Hybrid,2.5,256000 km,Variator,Front,04-May,Left wheel,White
2016,4.0,4,891,CHEVROLET,Captiva,Jeep,Yes,Diesel,2,62814 km,Automatic,Front,04-May,Left wheel,Grey
2016,4.0,4,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,133014 km,Automatic,Front,04-May,Left wheel,Silver
2005,6.0,10,-,BMW,X5,Jeep,Yes,LPG,3,71000 km,Tiptronic,4x4,04-May,Right-hand drive,Silver
2015,4.0,8,-,NISSAN,Altima,Sedan,No,Petrol,2.5,108000 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,4,531,HYUNDAI,I30,Hatchback,Yes,Diesel,1.6,78807 km,Automatic,Front,04-May,Left wheel,Silver
2011,4.0,0,645,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,116869 km,Automatic,Front,04-May,Left wheel,Black
2000,4.0,0,1681,BMW,320,Sedan,No,Petrol,2,777 km,Manual,Front,04-May,Left wheel,White
2015,4.0,12,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8 Turbo,76800 km,Tiptronic,Front,04-May,Left wheel,Grey
2011,6.0,12,1018,BMW,X5,Jeep,Yes,Diesel,3,270326 km,Automatic,4x4,04-May,Left wheel,White
2016,4.0,6,-,HONDA,Civic,Sedan,No,Petrol,2,44821 km,Manual,Front,04-May,Left wheel,White
1990,6.0,0,-,BMW,7.30E+34,Sedan,Yes,Petrol,3,300000 km,Manual,Rear,04-May,Left wheel,Grey
2015,8.0,0,1646,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,102907 km,Automatic,4x4,04-May,Left wheel,Black
2013,6.0,8,-,AUDI,Allroad Allroad,Universal,Yes,Diesel,3.0 Turbo,135000 km,Tiptronic,4x4,04-May,Left wheel,Brown
2001,4.0,3,-,TOYOTA,Vitz,Hatchback,No,Petrol,1.5,210000 km,Manual,Front,04-May,Right-hand drive,Sky blue
2005,12.0,12,5877,MERCEDES-BENZ,CLK 430,Cabriolet,No,Petrol,7.3,156470 km,Automatic,Rear,04-May,Left wheel,Black
2010,4.0,4,836,SSANGYONG,Actyon,Jeep,Yes,Diesel,2,63627 km,Automatic,Front,04-May,Left wheel,Silver
2012,4.0,4,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,147718 km,Automatic,Front,04-May,Left wheel,Silver
2016,4.0,12,690,CHEVROLET,Malibu LT,Sedan,No,Petrol,1.5 Turbo,112000 km,Tiptronic,Front,04-May,Left wheel,White
2012,4.0,12,586,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,260000 km,Automatic,Front,04-May,Left wheel,Black
2014,4.0,12,584,CHEVROLET,Cruze,Sedan,No,Petrol,1.8,87000 km,Tiptronic,Front,04-May,Left wheel,White
2015,4.0,4,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,147542 km,Automatic,Front,04-May,Left wheel,Blue
2010,6.0,12,1399,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,382746 km,Automatic,4x4,04-May,Left wheel,Silver
2011,4.0,8,-,TOYOTA,Prius,Sedan,Yes,Hybrid,2.4,104000 km,Tiptronic,Front,04-May,Left wheel,Black
2013,4.0,4,640,SSANGYONG,Korando,Jeep,Yes,Diesel,2,93338 km,Automatic,Front,04-May,Left wheel,White
2009,4.0,4,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,288000 km,Automatic,Front,04-May,Left wheel,Black
1996,8.0,15,-,GAZ,322173,Jeep,Yes,Petrol,2.8,215852 km,Manual,Rear,02-Mar,Left wheel,Yellow
2012,6.0,12,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,318285 km,Automatic,4x4,04-May,Left wheel,Black
2006,4.0,12,1481,FORD,Focus,Sedan,Yes,Petrol,2,240746 km,Automatic,Front,04-May,Left wheel,Black
2012,4.0,12,642,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2,141438 km,Automatic,Front,04-May,Left wheel,Black
2013,4.0,12,-,TOYOTA,Aqua,Hatchback,No,Petrol,1.5,130000 km,Automatic,Front,04-May,Right-hand drive,Silver
2012,4.0,8,531,MINI,Countryman,Jeep,Yes,Petrol,1.6 Turbo,75000 km,Manual,Front,04-May,Left wheel,Blue
2015,4.0,4,629,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,135378 km,Automatic,Front,04-May,Left wheel,White
2014,4.0,4,639,SSANGYONG,Korando,Jeep,Yes,Diesel,2,105821 km,Automatic,Front,04-May,Left wheel,Grey
2012,8.0,0,-,BENTLEY,Continental GT,Coupe,Yes,Petrol,4.0 Turbo,55500 km,Tiptronic,4x4,02-Mar,Left wheel,Black
2011,4.0,4,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,106616 km,Automatic,Front,04-May,Left wheel,Black
2017,4.0,4,1017,HYUNDAI,Sonata,Sedan,Yes,LPG,2,31143 km,Automatic,Front,04-May,Left wheel,White
2013,4.0,10,585,MERCEDES-BENZ,C 250 AMG,Coupe,Yes,Petrol,1.8 Turbo,47000 km,Tiptronic,Rear,04-May,Left wheel,Black
2014,4.0,10,584,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,78222 km,Tiptronic,Front,04-May,Left wheel,Beige
2015,8.0,12,2018,TOYOTA,Tundra,Jeep,Yes,Petrol,5.7,128000 km,Automatic,4x4,04-May,Left wheel,White
2012,4.0,4,642,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,138013 km,Automatic,Front,04-May,Left wheel,White
2012,4.0,4,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,151995 km,Automatic,Front,04-May,Left wheel,Grey
2013,4.0,0,751,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,0 km,Automatic,Front,04-May,Left wheel,White
2010,8.0,12,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,155821 km,Automatic,4x4,04-May,Left wheel,Black
2004,6.0,6,-,MERCEDES-BENZ,ML 320,Jeep,Yes,Petrol,3.2,15000 km,Automatic,4x4,04-May,Left wheel,White
2013,4.0,8,640,VOLKSWAGEN,Tiguan,Jeep,Yes,Petrol,2.0 Turbo,95000 km,Tiptronic,Front,04-May,Left wheel,Silver
2014,4.0,10,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,94000 km,Tiptronic,Front,04-May,Left wheel,Black
2017,4.0,4,1017,HYUNDAI,Sonata,Sedan,Yes,LPG,2,305023 km,Automatic,Front,04-May,Left wheel,Orange
2012,4.0,4,1111,HONDA,FIT,Hatchback,No,Hybrid,1.3,60000 km,Variator,Front,04-May,Right-hand drive,Black
2014,4.0,4,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,96893 km,Automatic,Front,04-May,Left wheel,Silver
2014,8.0,12,1659,TOYOTA,Tundra,Sedan,Yes,Petrol,5.7,0 km,Automatic,4x4,04-May,Left wheel,White
2014,4.0,12,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,312786 km,Automatic,Front,04-May,Left wheel,Grey
2010,8.0,0,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,260771 km,Automatic,4x4,04-May,Left wheel,Black
2010,6.0,2,1211,MERCEDES-BENZ,Vito,Minivan,Yes,Diesel,3.0 Turbo,240000 km,Automatic,Rear,04-May,Left wheel,Black
2019,4.0,12,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2,78424 km,Automatic,Front,04-May,Left wheel,Red
2015,4.0,4,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2,534501 km,Automatic,Front,04-May,Left wheel,Orange
2008,6.0,12,-,AUDI,A5 Sportback,Coupe,Yes,Petrol,3.2,203000 km,Tiptronic,4x4,02-Mar,Left wheel,Black
2010,6.0,12,1399,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,138070 km,Automatic,4x4,04-May,Left wheel,Black
2016,4.0,4,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2,475406 km,Automatic,Front,04-May,Left wheel,Orange
2018,4.0,4,1079,HYUNDAI,Tucson,Jeep,Yes,Diesel,2,29545 km,Automatic,Front,04-May,Left wheel,Black
2004,4.0,4,-,HONDA,Stream,Minivan,No,Petrol,1.7,0 km,Automatic,Front,04-May,Right-hand drive,Silver
2012,4.0,8,642,FORD,Focus,Sedan,No,Petrol,2,68000 km,Automatic,Front,04-May,Left wheel,White
2018,4.0,8,781,CHEVROLET,Cruze,Sedan,No,Petrol,1.4 Turbo,15333 km,Automatic,Front,04-May,Left wheel,White
2015,4.0,4,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2,93555 km,Automatic,Front,04-May,Left wheel,White
2016,4.0,12,431,BMW,X5,Jeep,Yes,Hybrid,2,73856 km,Automatic,4x4,04-May,Left wheel,Black
